,x,a1,a2
0,-1.0,0.0,0.0
1,-0.98,0.045923711640185855,-0.009294613984968477
2,-0.96,0.08789684051511759,-0.010467833197707131
3,-0.94,0.12758594817759053,-0.011255320354989322
4,-0.92,0.1710747416460022,-0.012029503284920902
5,-0.9,0.2154605781763212,-0.012917563835929364
6,-0.88,0.25833461435481214,-0.013689487879743976
7,-0.86,0.29852567535489144,-0.01782012804894356
8,-0.84,0.34005983508285853,-0.019860804336583552
9,-0.8200000000000001,0.3828064986210614,-0.02094402669518009
10,-0.8,0.421910085757973,-0.024194380178145344
11,-0.78,0.46728136934560804,-0.02547314431931956
12,-0.76,0.5104399740707036,-0.026495301589713027
13,-0.74,0.5325568079892503,-0.02767841970238792
14,-0.72,0.5241361705825174,-0.02845034374620254
15,-0.7,0.5146860356001135,-0.02935530432009813
16,-0.6799999999999999,0.5061390672928713,-0.03012722836391274
17,-0.6599999999999999,0.49672608324384604,-0.031160889175433734
18,-0.64,0.487755248437702,-0.035994763679174605
19,-0.62,0.4785568480874725,-0.03665490785439055
20,-0.6,0.46950659221196733,-0.03944232121247815
21,-0.5800000000000001,0.4605013069053261,-0.04123977819049233
22,-0.56,0.45117251734395025,-0.04249737340453826
23,-0.54,0.44232766958327163,-0.04365495168340453
24,-0.52,0.43291052768236166,-0.04446481121992744
25,-0.5,0.42472149911046686,-0.045242811224968316
26,-0.48,0.4143980186113387,-0.046125722095774674
27,-0.45999999999999996,0.407151336608791,-0.046897646139589286
28,-0.43999999999999995,0.39675498672096765,-0.049812430120422066
29,-0.42000000000000004,0.3895398421652708,-0.05513823550147344
30,-0.4,0.3788556876443827,-0.07709341637224873
31,-0.38,0.3721900789873498,-0.09864693418557842
32,-0.36,0.36950282776929233,-0.12113634100582668
33,-0.33999999999999997,0.3795893921212474,-0.13835892034847078
34,-0.31999999999999995,0.389368962129541,-0.15777744944084474
35,-0.29999999999999993,0.3979574901822591,-0.17304619570870217
36,-0.28,0.4063038239253981,-0.19217771876103878
37,-0.26,0.41485000624019175,-0.20714990490385876
38,-0.24,0.42397934167392515,-0.22241101865042615
39,-0.21999999999999997,0.4337924253023067,-0.23458303503862127
40,-0.19999999999999996,0.44357965816652356,-0.24908656471247448
41,-0.17999999999999994,0.4524441293682717,-0.26101945356037337
42,-0.16000000000000003,0.4607994336457254,-0.27123657156030434
43,-0.14,0.4695486558309147,-0.281878436312359
44,-0.12,0.47810501050971665,-0.2925744017992232
45,-0.09999999999999998,0.48814106444565764,-0.30313548694297765
46,-0.07999999999999996,0.4980321729441881,-0.31211035880585336
47,-0.05999999999999994,0.5096946712957405,-0.32174073864559344
48,-0.040000000000000036,0.5463543113442559,-0.32821623665452165
49,-0.020000000000000018,0.5845662140735557,-0.33572955043916486
50,0.0,0.6202635875349802,-0.34446878473519943
51,0.020000000000000018,0.6542085220493442,-0.3534042626874935
52,0.040000000000000036,0.657514929050163,-0.38057946614681926
53,0.06000000000000005,0.6633497610351947,-0.4113876746617451
54,0.08000000000000007,0.6644360273679986,-0.44011590279378554
55,0.10000000000000009,0.669526065410093,-0.46936311409221276
56,0.1200000000000001,0.6713757334511821,-0.49703012817285463
57,0.14000000000000012,0.6747814604541535,-0.5108405227368161
58,0.15999999999999992,0.6783195178348377,-0.511645069563954
59,0.17999999999999994,0.6806247336097581,-0.5124169936077686
60,0.19999999999999996,0.6850954986390806,-0.5132058893803662
61,0.21999999999999997,0.6857355465327166,-0.5139608416953978
62,0.24,0.6920041036435893,-0.5147483569364045
63,0.26,0.6923051399609368,-0.5155216615118101
64,0.28,0.6985684561722947,-0.5160397081379822
65,0.30000000000000004,0.6986015144194491,-0.49802719723824074
66,0.32000000000000006,0.7053448253996625,-0.4615446473245832
67,0.3400000000000001,0.7056259947228526,-0.4231925208275319
68,0.3600000000000001,0.7115610367841704,-0.3858973276660918
69,0.3800000000000001,0.7123489199360395,-0.36719115735246044
70,0.40000000000000013,0.7176461563498706,-0.36508716110143247
71,0.41999999999999993,0.6936888129152229,-0.36233773030292216
72,0.43999999999999995,0.6299550892454581,-0.3619269059385909
73,0.45999999999999996,0.5616844933264254,-0.361770366393087
74,0.48,0.488345184254352,-0.3563452710714988
75,0.5,0.4767650297170766,-0.3554508313463956
76,0.52,0.46688245540204787,-0.3501316030784998
77,0.54,0.4566414385243317,-0.34738748951047393
78,0.56,0.4452012520806482,-0.3412288768777019
79,0.5800000000000001,0.4332511218436563,-0.3356542488477417
80,0.6000000000000001,0.4231350352764069,-0.3314720517103699
81,0.6200000000000001,0.4128930533150251,-0.32452954208010715
82,0.6400000000000001,0.4000443128731173,-0.3176104485713702
83,0.6600000000000001,0.3879017641949204,-0.30973777670109215
84,0.6799999999999999,0.37573622870832046,-0.3005232922583868
85,0.7,0.3627577992595117,-0.28964117852362253
86,0.72,0.3494711399378936,-0.27488052220094383
87,0.74,0.333343797426604,-0.2616320503888034
88,0.76,0.3183141042008298,-0.24544303004930212
89,0.78,0.3048523472274346,-0.22742810411677578
90,0.8,0.288837413980184,-0.20833614713634296
91,0.8200000000000001,0.27110292110319373,-0.18981485595666933
92,0.8400000000000001,0.25463771294391213,-0.1713871716734249
93,0.8600000000000001,0.2347066568146517,-0.1527981710683458
94,0.8800000000000001,0.2135400816964111,-0.1321756493003871
95,0.9000000000000001,0.1903238072066109,-0.11182171124729097
96,0.9199999999999999,0.1638126718245547,-0.08960505207298788
97,0.94,0.13371806915772946,-0.0696761067058722
98,0.96,0.10223717822507757,-0.04874517870967164
99,0.98,0.06068115216381455,-0.02562308534093871
100,1.0,0.0,0.0
